record_id,record_date
1499,2024-09-20
1500,2023-11-21
1501,2024-09-16
1502,2023-08-01
1503,2024-12-16
1504,2025-02-01
1505,2023-08-17
1506,2023-05-24
1507,2025-01-27
1508,2025-04-15
1509,2024-11-02
1510,2024-07-17
1511,2025-02-11
1512,2024-06-25
1513,2024-03-06
1514,2023-07-26
1515,2023-11-27
1516,2024-11-02
1517,2025-04-11
1518,2024-02-09
1519,2023-07-29
1520,2024-04-09
1521,2025-01-27
1522,2023-07-15
1523,2024-06-15
1524,2024-07-16
1525,2023-08-08
1526,2024-11-27
1527,2025-05-01
1528,2025-01-07
1529,2024-04-07
1530,2024-06-24
1531,2023-11-01
1532,2024-06-12
1533,2024-01-10
1534,2025-01-04
1535,2024-08-27
1536,2024-10-30
1537,2023-08-30
1538,2023-10-15
1539,2023-06-05
1540,2025-03-16
1541,2024-06-07
1542,2025-02-27
1543,2023-11-28
1544,2024-04-13
1545,2024-01-26
1546,2023-10-17
1547,2024-08-12
1548,2024-01-16
1549,2024-08-24
1550,2023-08-01
1551,2023-08-09
1552,2023-09-13
1553,2023-08-08
1554,2023-07-28
1555,2024-09-01
1556,2024-12-01
1557,2023-08-15
1558,2024-10-30
1559,2024-01-02
1560,2024-07-07
1561,2025-03-03
1562,2023-06-27
1563,2024-06-28
1564,2025-04-12
1565,2024-08-27
1566,2023-12-29
1567,2023-06-22
1568,2025-03-15
1569,2024-06-21
1570,2024-03-28
1571,2024-10-25
1572,2024-11-05
1573,2025-05-10
1574,2023-07-06
1575,2025-04-12
1576,2024-07-25
1577,2024-01-11
1578,2023-07-04
1579,2024-04-26
1580,2025-03-31
1581,2023-12-01
1582,2024-09-26
1583,2024-05-12
1584,2023-10-03
1585,2024-12-27
1586,2024-01-29
1587,2024-08-18
1588,2024-10-07
1589,2025-01-29
1590,2024-09-20
1591,2023-12-27
1592,2023-06-03
1593,2024-11-05
1594,2025-04-01
1595,2024-07-21
1596,2024-04-08
1597,2024-10-05
1598,2024-07-15
1599,2024-03-22
1600,2024-12-26
1601,2023-07-17
1602,2024-01-29
1603,2025-03-03
1604,2023-07-18
1605,2023-07-10
1606,2023-10-19
1607,2024-04-17
1608,2025-02-21
1609,2025-04-07
1610,2024-12-02
1611,2025-04-27
1612,2024-10-14
1613,2023-10-18
1614,2023-10-12
1615,2023-07-21
1616,2023-08-17
1617,2025-05-05
1618,2023-06-28
1619,2024-08-22
1620,2023-10-06
1621,2023-11-29
1622,2024-02-04
1623,2023-07-23
1624,2025-05-19
1625,2024-09-18
1626,2023-07-15
1627,2024-10-21
1628,2024-04-23
1629,2024-12-28
1630,2024-04-02
1631,2025-02-15
1632,2023-06-14
1633,2024-06-11
1634,2024-04-11
1635,2024-05-22
1636,2024-05-22
1637,2024-09-15
1638,2023-09-05
1639,2023-10-26
1640,2024-07-18
1641,2024-09-10
1642,2023-10-02
1643,2024-07-28
1644,2024-11-18
1645,2023-09-29
1646,2023-08-27
1647,2024-12-11
1648,2024-02-14
1649,2023-09-04
1650,2024-02-26
1651,2024-10-20
1652,2024-03-03
1653,2024-09-10
1654,2023-12-31
1655,2024-11-02
1656,2024-03-01
1657,2024-08-04
1658,2024-02-25
1659,2024-01-12
1660,2024-09-11
1661,2023-12-06
1662,2025-04-16
1663,2025-01-25
1664,2023-10-11
1665,2025-05-01
1666,2024-12-17
1667,2024-06-27
1668,2023-08-10
1669,2023-12-06
1670,2024-08-25
1671,2025-01-26
1672,2024-05-13
1673,2024-01-13
1674,2024-06-21
1675,2023-10-24
1676,2024-01-05
1677,2024-05-13
1678,2025-05-06
1679,2024-07-11
1680,2023-06-17
1681,2024-04-30
1682,2023-11-04
1683,2024-05-21
1684,2024-08-22
1685,2025-02-28
1686,2024-03-27
1687,2024-06-10
1688,2024-03-05
1689,2023-09-06
1690,2024-04-06
1691,2024-02-16
1692,2023-06-27
1693,2023-07-07
1694,2023-10-25
1695,2024-01-02
1696,2025-04-30
1697,2023-05-26
1698,2024-05-23
1699,2024-08-01
1700,2023-08-15
1701,2025-03-15
1702,2023-10-17
1703,2024-04-12
1704,2025-01-14
1705,2023-08-06
1706,2024-12-04
1707,2024-07-14
1708,2023-09-15
1709,2023-05-25
1710,2024-02-01
1711,2024-12-15
1712,2025-03-18
1713,2024-08-01
1714,2023-07-28
1715,2024-04-23
1716,2024-11-29
1717,2025-04-04
1718,2024-11-26
1719,2024-05-06
1720,2023-10-09
1721,2024-07-23
1722,2024-02-15
1723,2024-09-12
1724,2024-02-15
1725,2024-12-02
1726,2023-09-02
1727,2024-04-13
1728,2024-10-12
1729,2023-06-13
1730,2025-01-09
1731,2023-06-10
1732,2024-10-10
1733,2024-08-12
1734,2025-04-25
1735,2023-10-09
1736,2023-08-13
1737,2023-07-28
1738,2024-12-03
1739,2023-09-29
1740,2025-01-11
1741,2024-08-02
1742,2024-07-31
1743,2023-09-07
1744,2023-12-14
1745,2024-03-04
1746,2023-05-22
1747,2023-09-09
1748,2024-03-03
1749,2024-01-04
1750,2024-07-05
1751,2023-09-13
1752,2024-05-28
1753,2025-01-01
1754,2024-07-08
1755,2024-04-26
1756,2024-12-29
1757,2025-02-02
1758,2024-05-20
1759,2024-02-05
1760,2025-01-05
1761,2024-05-04
1762,2024-08-30
1763,2025-04-29
1764,2024-09-20
1765,2025-03-08
1766,2024-08-07
1767,2024-02-07
1768,2024-07-01
1769,2024-02-23
1770,2025-01-06
1771,2025-03-06
1772,2024-02-24
1773,2024-09-08
1774,2024-04-28
1775,2024-04-19
1776,2023-06-06
1777,2024-06-02
1778,2023-08-03
1779,2025-03-25
1780,2023-12-30
1781,2025-02-21
1782,2023-07-25
1783,2024-10-08
1784,2023-11-30
1785,2024-02-15
1786,2023-05-30
1787,2023-07-23
1788,2024-06-03
1789,2023-06-13
1790,2023-12-19
1791,2024-09-12
1792,2023-11-03
1793,2023-09-13
1794,2023-11-23
1795,2024-05-17
1796,2024-06-07
1797,2023-07-16
1798,2024-09-19
1799,2024-02-21
1800,2023-08-01
1801,2025-01-31
1802,2023-08-26
1803,2025-02-07
1804,2023-07-31
1805,2024-08-10
1806,2024-09-21
1807,2024-11-30
1808,2024-10-05
1809,2024-04-15
1810,2024-05-08
1811,2024-07-06
1812,2023-09-16
1813,2024-04-30
1814,2025-04-01
1815,2024-09-02
1816,2023-06-23
1817,2024-03-28
1818,2023-08-11
1819,2023-07-01
1820,2025-03-11
1821,2025-02-03
1822,2024-01-06
1823,2024-07-16
1824,2025-02-18
1825,2023-08-06
1826,2023-09-10
1827,2023-05-26
1828,2024-05-28
1829,2025-02-03
1830,2025-03-28
1831,2025-02-06
1832,2023-09-27
1833,2023-12-22
1834,2023-09-06
1835,2023-12-21
1836,2024-10-24
1837,2024-11-06
1838,2025-05-05
1839,2024-10-05
1840,2025-04-05
1841,2025-03-31
1842,2025-01-25
1843,2023-11-02
1844,2023-12-28
1845,2025-01-06
1846,2024-02-29
1847,2024-05-17
1848,2024-09-26
1849,2024-11-19
1850,2024-02-20
1851,2024-03-28
1852,2023-07-26
1853,2023-07-01
1854,2025-05-03
1855,2024-06-08
1856,2024-09-14
1857,2023-08-18
1858,2025-01-29
1859,2024-05-12
1860,2023-06-17
1861,2025-03-22
1862,2023-06-13
1863,2023-07-09
1864,2023-08-24
1865,2024-11-22
1866,2024-01-07
1867,2024-02-25
1868,2025-03-07
1869,2024-11-21
1870,2024-05-02
1871,2024-02-01
1872,2023-10-03
1873,2024-08-28
1874,2025-04-19
1875,2023-07-29
1876,2025-03-26
1877,2024-06-01
1878,2024-02-06
1879,2024-10-21
1880,2023-11-29
1881,2023-10-04
1882,2023-12-04
1883,2025-04-24
1884,2023-11-17
1885,2025-05-16
1886,2023-10-19
1887,2023-07-23
1888,2023-09-06
1889,2023-07-11
1890,2025-04-05
1891,2025-03-05
1892,2024-10-25
1893,2023-05-30
1894,2024-10-05
1895,2023-07-29
1896,2024-07-03
1897,2023-10-14
1898,2023-07-18
1899,2025-04-25
1900,2024-06-23
1901,2025-01-12
1902,2024-01-13
1903,2023-05-28
1904,2024-11-08
1905,2024-03-30
1906,2025-05-03
1907,2023-08-26
1908,2024-05-25
1909,2024-01-10
1910,2023-08-13
1911,2025-03-03
1912,2024-10-10
1913,2023-09-15
1914,2025-03-05
1915,2025-02-19
1916,2023-09-13
1917,2024-06-24
1918,2024-11-10
1919,2024-11-06
1920,2025-04-15
1921,2024-06-27
1922,2025-01-22
1923,2025-04-21
1924,2023-07-24
1925,2024-08-14
1926,2024-08-29
1927,2025-03-08
1928,2024-10-06
1929,2024-04-25
1930,2025-05-16
1931,2024-02-01
1932,2024-07-16
1933,2024-11-04
1934,2023-09-26
1935,2024-01-07
1936,2023-06-10
1937,2023-06-17
1938,2024-06-17
1939,2024-04-20
1940,2025-02-24
1941,2023-05-31
1942,2024-06-21
1943,2024-05-05
1944,2025-03-13
1945,2024-10-24
1946,2023-08-04
1947,2023-06-29
1948,2025-02-22
1949,2023-11-15
1950,2023-10-29
1951,2025-04-13
1952,2023-08-21
1953,2024-10-13
1954,2025-02-06
1955,2023-06-19
1956,2024-02-16
1957,2025-02-24
1958,2024-10-24
1959,2024-11-28
1960,2024-07-18
1961,2023-08-10
1962,2025-03-30
1963,2025-05-07
1964,2023-08-23
1965,2023-10-20
1966,2024-07-30
1967,2024-08-05
1968,2024-04-04
1969,2023-07-31
1970,2025-03-02
1971,2024-02-29
1972,2023-08-17
1973,2025-04-11
1974,2023-06-16
1975,2023-11-25
1976,2024-07-24
1977,2024-03-15
1978,2024-07-28
1979,2023-06-08
1980,2023-07-09
1981,2024-07-12
1982,2024-12-21
1983,2024-03-28
1984,2023-06-24
1985,2023-09-20
1986,2024-09-11
1987,2023-11-24
1988,2024-02-17
1989,2024-10-27
1990,2024-11-26
1991,2025-02-25
1992,2024-03-25
1993,2024-08-31
1994,2024-06-21
1995,2024-08-08
1996,2024-04-03
1997,2024-01-03
1998,2024-07-28
1999,2024-08-12
2000,2024-12-11
2001,2024-06-17
2002,2025-02-14
2003,2025-05-03
2004,2024-01-01
2005,2023-11-28
2006,2024-02-22
2007,2024-07-18
2008,2023-07-13
2009,2025-04-13
2010,2023-11-19
2011,2024-03-17
2012,2023-07-06
2013,2024-05-31
2014,2023-08-24
2015,2024-08-15
2016,2025-04-17
2017,2024-10-14
2018,2025-01-01
2019,2024-10-29
2020,2024-01-12
2021,2023-06-29
2022,2024-03-30
2023,2024-12-22
2024,2025-04-01
2025,2024-05-10
2026,2024-10-03
2027,2023-06-16
2028,2023-06-13
2029,2024-01-21
2030,2023-07-13
2031,2025-05-15
2032,2023-06-09
2033,2024-06-25
2034,2024-10-13
2035,2024-05-15
2036,2024-03-27
2037,2024-11-21
2038,2023-12-26
2039,2025-01-13
2040,2024-05-15
2041,2025-05-03
2042,2025-01-28
2043,2024-11-02
2044,2024-05-05
2045,2024-03-11
2046,2024-11-04
2047,2023-07-02
2048,2023-06-08
2049,2024-04-07
2050,2024-07-26
2051,2023-08-04
2052,2024-12-31
2053,2024-08-13
2054,2023-09-10
2055,2023-11-07
2056,2024-05-15
2057,2025-03-08
2058,2023-12-07
2059,2024-08-08
2060,2023-07-05
2061,2024-04-01
2062,2025-05-13
2063,2024-10-26
2064,2024-07-13
2065,2024-07-01
2066,2023-07-25
2067,2024-02-18
2068,2024-07-24
2069,2024-01-26
2070,2025-02-22
2071,2024-03-01
2072,2024-11-15
2073,2025-03-10
2074,2024-11-20
2075,2024-12-30
2076,2023-12-21
2077,2025-04-22
2078,2025-02-23
2079,2025-02-12
2080,2024-11-28
2081,2024-11-04
2082,2023-09-30
2083,2024-06-09
2084,2024-06-18
2085,2024-12-11
2086,2023-07-07
2087,2023-11-06
2088,2024-06-26
2089,2023-08-28
2090,2023-11-06
2091,2023-08-29
2092,2023-06-01
2093,2024-12-07
2094,2024-04-05
2095,2025-02-14
2096,2024-07-19
2097,2024-11-03
2098,2024-07-26
2099,2025-02-13
2100,2025-03-09
2101,2024-07-07
2102,2024-11-01
2103,2024-06-08
2104,2023-10-25
2105,2023-11-19
2106,2024-12-23
2107,2024-03-05
2108,2023-07-08
2109,2025-02-09
2110,2025-02-20
2111,2024-04-27
2112,2024-06-25
2113,2024-01-27
2114,2024-06-13
2115,2023-05-29
2116,2025-03-12
2117,2024-05-17
2118,2024-09-09
2119,2023-09-26
2120,2024-06-01
2121,2025-02-15
2122,2024-10-24
2123,2024-04-11
2124,2024-03-03
2125,2025-02-26
2126,2024-07-07
2127,2024-07-31
2128,2024-01-24
2129,2024-03-23
2130,2024-02-21
2131,2024-06-29
2132,2023-11-12
2133,2024-08-12
2134,2024-06-23
2135,2023-10-14
2136,2025-01-18
2137,2024-01-22
2138,2023-10-19
2139,2024-11-04
2140,2023-08-11
2141,2023-06-10
2142,2023-05-28
2143,2025-01-18
2144,2024-03-26
2145,2024-10-03
2146,2023-11-02
2147,2025-03-04
2148,2025-01-27
2149,2024-06-06
2150,2024-03-11
2151,2024-05-06
2152,2025-02-28
2153,2023-10-01
2154,2023-11-28
2155,2025-01-04
2156,2025-03-06
2157,2025-01-31
2158,2025-01-12
2159,2023-09-20
2160,2024-01-18
2161,2024-05-07
2162,2024-07-31
2163,2023-07-22
2164,2025-01-17
2165,2023-12-02
2166,2024-10-30
2167,2023-10-28
2168,2024-09-26
2169,2024-12-23
2170,2024-05-07
2171,2024-12-30
2172,2023-12-26
2173,2023-09-11
2174,2024-09-02
2175,2024-03-25
2176,2025-03-06
2177,2024-09-13
2178,2024-08-16
2179,2023-08-03
2180,2024-07-30
2181,2023-07-25
2182,2023-11-29
2183,2024-01-27
2184,2024-01-21
2185,2023-07-17
2186,2023-12-14
2187,2024-04-23
2188,2024-05-29
2189,2024-05-24
2190,2025-01-01
2191,2023-08-01
2192,2024-02-26
2193,2023-09-20
2194,2025-05-06
2195,2024-12-31
2196,2023-05-23
2197,2024-01-15
2198,2024-10-20
2199,2024-06-26
2200,2023-09-28
2201,2025-02-16
2202,2025-01-17
2203,2023-09-18
2204,2023-10-02
2205,2023-10-27
2206,2024-07-16
2207,2023-11-26
2208,2023-06-04
2209,2024-08-27
2210,2025-01-03
2211,2024-05-20
2212,2023-09-27
2213,2023-10-09
2214,2023-11-13
2215,2025-02-20
2216,2025-03-23
2217,2023-12-02
2218,2023-05-28
2219,2023-08-02
2220,2023-09-03
2221,2025-03-25
2222,2023-06-07
2223,2024-08-01
2224,2023-06-13
2225,2024-06-16
2226,2024-07-29
2227,2024-02-09
2228,2023-06-14
2229,2024-08-30
2230,2023-06-03
2231,2025-02-14
2232,2024-12-24
2233,2024-09-28
2234,2024-03-28
2235,2024-08-02
2236,2023-07-06
2237,2025-01-15
2238,2023-12-29
2239,2024-04-29
2240,2023-07-14
2241,2023-10-02
2242,2024-04-07
2243,2023-08-21
2244,2023-08-19
2245,2024-09-09
2246,2024-06-05
2247,2023-10-02
2248,2024-04-29
2249,2025-05-18
2250,2024-10-31
2251,2023-11-16
2252,2024-08-16
2253,2024-06-30
2254,2025-05-02
2255,2023-08-19
2256,2024-12-06
2257,2023-05-27
2258,2024-11-14
2259,2024-07-26
2260,2025-05-04
2261,2024-12-07
2262,2023-08-15
2263,2025-02-13
2264,2024-02-05
2265,2023-06-08
2266,2024-08-30
2267,2024-05-17
2268,2024-03-16
2269,2025-03-06
2270,2025-02-24
2271,2023-11-02
2272,2024-11-01
2273,2025-03-08
2274,2024-02-04
2275,2023-08-27
2276,2024-08-26
2277,2023-11-22
2278,2025-01-18
2279,2024-05-21
2280,2023-09-25
2281,2024-11-04
2282,2024-05-22
2283,2025-02-02
2284,2024-11-15
2285,2023-06-07
2286,2023-11-08
2287,2023-09-18
2288,2023-07-14
2289,2024-11-23
2290,2024-11-02
2291,2024-12-01
2292,2024-12-20
2293,2023-07-09
2294,2025-03-19
2295,2023-11-25
2296,2024-05-18
2297,2024-12-13
2298,2024-01-18
2299,2025-03-18
2300,2024-07-07
2301,2023-10-23
2302,2024-08-06
2303,2024-11-12
2304,2025-05-07
2305,2023-09-07
2306,2024-09-02
2307,2023-08-14
2308,2024-02-18
2309,2023-11-10
2310,2024-02-03
2311,2024-08-13
2312,2025-04-02
2313,2024-12-08
2314,2023-06-28
2315,2024-09-29
2316,2024-09-24
2317,2023-10-08
2318,2024-10-19
2319,2025-05-19
2320,2025-03-09
2321,2023-09-05
2322,2025-05-20
2323,2023-07-25
2324,2023-11-11
2325,2024-07-15
2326,2023-06-15
2327,2024-12-30
2328,2024-05-13
2329,2023-11-16
2330,2023-10-26
2331,2024-03-14
2332,2023-05-22
2333,2025-05-18
2334,2024-06-25
2335,2023-08-27
2336,2024-04-12
2337,2023-06-27
2338,2025-04-24
2339,2024-06-22
2340,2024-04-09
2341,2025-03-27
2342,2024-07-29
2343,2024-12-07
2344,2023-12-25
2345,2023-05-21
2346,2024-11-01
2347,2023-11-08
2348,2023-09-07
2349,2024-12-09
2350,2024-12-24
2351,2023-06-27
2352,2025-04-02
2353,2024-09-15
2354,2023-08-16
2355,2024-10-14
2356,2025-02-17
2357,2024-11-12
2358,2024-10-25
2359,2023-11-10
2360,2024-08-17
2361,2025-02-27
2362,2024-04-25
2363,2025-03-25
2364,2024-08-06
2365,2023-09-14
2366,2025-05-11
2367,2024-05-22
2368,2024-08-07
2369,2024-03-27
2370,2023-07-20
2371,2023-09-03
2372,2024-06-27
2373,2024-12-24
2374,2024-09-01
2375,2025-04-15
2376,2025-05-06
2377,2023-07-20
2378,2024-03-19
2379,2024-02-23
2380,2025-03-08
2381,2024-11-29
2382,2024-10-16
2383,2024-10-13
2384,2024-09-14
2385,2023-10-24
2386,2025-02-13
2387,2025-05-16
2388,2024-02-07
2389,2023-10-25
2390,2024-12-05
2391,2023-12-14
2392,2024-06-11
2393,2023-09-26
2394,2023-05-21
2395,2023-12-25
2396,2024-06-29
2397,2023-12-29
2398,2023-06-06
2399,2025-02-02
2400,2024-03-11
2401,2023-11-24
2402,2024-06-22
2403,2024-12-07
2404,2025-01-05
2405,2023-10-13
2406,2024-05-27
2407,2023-11-17
2408,2023-09-22
2409,2024-09-26
2410,2023-09-19
2411,2024-08-07
2412,2023-12-12
2413,2024-10-01
2414,2024-10-02
2415,2023-09-28
2416,2023-12-04
2417,2023-06-24
2418,2024-06-05
2419,2025-03-20
2420,2024-07-09
2421,2024-01-01
2422,2024-02-25
2423,2024-06-16
2424,2023-09-09
2425,2023-09-09
2426,2023-06-27
2427,2024-10-05
2428,2024-04-12
2429,2024-10-22
2430,2024-11-08
2431,2024-01-02
2432,2023-08-14
2433,2023-11-05
2434,2024-08-29
2435,2023-09-02
2436,2023-12-29
2437,2025-02-18
2438,2024-10-04
2439,2024-09-02
2440,2023-08-10
2441,2024-07-18
2442,2024-09-10
2443,2023-10-17
2444,2024-08-07
2445,2025-02-28
2446,2025-02-18
2447,2025-02-16
2448,2023-12-14
2449,2025-03-25
2450,2025-05-18
2451,2024-08-21
2452,2024-02-05
2453,2025-02-14
2454,2024-07-31
2455,2025-05-05
2456,2023-10-09
2457,2023-12-24
2458,2024-03-01
2459,2025-02-10
2460,2023-09-11
2461,2023-09-13
2462,2024-02-27
2463,2024-05-28
2464,2024-06-26
2465,2024-07-27
2466,2024-07-19
2467,2025-04-18
2468,2024-04-28
2469,2025-03-14
2470,2024-11-12
2471,2023-11-22
2472,2023-11-01
2473,2024-01-14
2474,2024-01-09
2475,2024-09-02
2476,2023-09-18
2477,2024-03-22
2478,2025-02-19
2479,2024-11-13
2480,2024-09-12
2481,2024-03-04
2482,2024-08-21
2483,2025-02-02
2484,2023-11-11
2485,2025-02-28
2486,2023-10-30
2487,2023-11-02
2488,2023-09-19
2489,2023-11-16
2490,2023-07-27
2491,2024-03-13
2492,2023-11-28
2493,2023-08-22
2494,2023-09-03
2495,2023-09-15
2496,2023-07-28
2497,2024-03-29
2498,2024-06-23
2499,2023-06-02
2500,2024-10-23
2501,2023-11-09
2502,2024-11-23
2503,2025-05-08
2504,2023-11-10
2505,2024-08-23
2506,2023-10-02
2507,2025-03-26
2508,2024-09-23
2509,2025-01-05
2510,2023-11-05
2511,2023-11-28
2512,2023-12-11
2513,2025-04-27
2514,2023-07-02
2515,2024-09-08
2516,2024-04-04
2517,2024-04-09
2518,2025-05-04
2519,2024-09-19
2520,2023-05-31
2521,2023-10-29
2522,2023-11-17
2523,2024-10-15
2524,2024-11-18
2525,2025-03-08
2526,2025-04-30
2527,2025-02-05
2528,2024-03-21
2529,2025-04-07
2530,2023-07-30
2531,2025-02-12
2532,2023-08-28
2533,2024-05-08
2534,2024-12-17
2535,2023-07-14
2536,2024-04-09
2537,2023-07-06
2538,2023-05-23
2539,2023-11-13
2540,2024-07-18
2541,2023-10-25
2542,2024-01-07
2543,2024-03-23
2544,2023-06-12
2545,2023-09-20
2546,2023-11-15
2547,2023-11-22
2548,2024-10-18
2549,2023-12-13
2550,2023-12-02
2551,2023-11-27
2552,2024-10-13
2553,2024-02-09
2554,2024-12-03
2555,2024-03-14
2556,2024-06-22
2557,2024-03-08
2558,2025-05-15
2559,2024-03-01
2560,2023-10-22
2561,2025-03-26
2562,2024-01-07
2563,2024-07-11
2564,2024-04-10
2565,2024-02-28
2566,2024-01-28
2567,2025-03-03
2568,2023-10-24
2569,2024-12-23
2570,2023-08-03
2571,2023-10-27
2572,2025-04-15
2573,2025-02-19
2574,2024-09-06
2575,2023-11-08
2576,2025-02-23
2577,2025-05-03
2578,2024-01-12
2579,2024-08-31
2580,2024-07-07
2581,2024-09-23
2582,2023-09-25
2583,2025-04-01
2584,2023-10-19
2585,2025-01-14
2586,2023-12-07
2587,2024-09-08
2588,2023-05-30
2589,2025-01-05
2590,2023-10-27
2591,2023-07-29
2592,2024-02-18
2593,2023-12-18
2594,2024-07-03
2595,2025-04-09
2596,2023-07-19
2597,2024-11-08
2598,2024-12-04
2599,2023-08-10
2600,2024-03-13
2601,2023-12-06
2602,2025-03-20
2603,2024-08-02
2604,2023-08-05
2605,2025-05-04
2606,2025-03-04
2607,2024-02-16
2608,2024-05-18
2609,2024-03-13
2610,2023-06-11
2611,2024-02-22
2612,2024-01-04
2613,2025-01-03
2614,2025-03-30
2615,2025-02-22
2616,2023-08-24
2617,2024-01-25
2618,2023-08-15
2619,2024-04-10
2620,2023-08-01
2621,2024-10-13
2622,2023-08-09
2623,2024-01-08
2624,2024-11-14
2625,2023-07-18
2626,2024-05-25
2627,2023-12-26
2628,2025-04-01
2629,2025-03-23
2630,2024-07-04
2631,2024-03-07
2632,2024-09-21
2633,2025-02-27
2634,2023-12-30
2635,2025-04-10
2636,2024-10-23
2637,2024-09-20
2638,2024-09-12
2639,2023-10-30
2640,2023-09-13
2641,2023-07-12
2642,2023-09-28
2643,2024-09-22
2644,2023-12-30
2645,2024-01-20
2646,2024-05-24
2647,2024-08-17
2648,2024-10-29
2649,2024-02-16
2650,2023-10-10
2651,2025-01-21
2652,2024-09-28
2653,2024-10-27
2654,2023-05-23
2655,2024-01-19
2656,2024-09-25
2657,2024-12-01
2658,2023-07-06
2659,2024-05-10
2660,2024-04-09
2661,2024-12-18
2662,2025-01-28
2663,2025-05-07
2664,2023-07-10
2665,2023-12-28
2666,2024-02-16
2667,2024-03-23
2668,2024-08-14
2669,2024-03-15
2670,2023-07-17
2671,2025-01-16
2672,2023-10-20
2673,2025-05-03
2674,2023-09-23
2675,2024-07-23
2676,2024-05-21
2677,2025-05-08
2678,2025-04-09
2679,2024-11-24
2680,2023-08-21
2681,2024-06-02
2682,2023-11-05
2683,2023-09-03
2684,2023-07-04
2685,2024-11-07
2686,2023-10-11
2687,2024-07-07
2688,2024-04-18
2689,2023-12-11
2690,2023-08-18
2691,2025-01-18
2692,2024-04-21
2693,2024-08-07
2694,2024-12-17
2695,2025-04-30
2696,2025-01-30
2697,2025-01-29
2698,2025-03-06
2699,2023-10-14
2700,2024-09-04
2701,2023-09-02
2702,2025-03-26
2703,2024-05-07
2704,2025-03-02
2705,2023-08-05
2706,2023-08-03
2707,2025-03-13
2708,2024-11-05
2709,2024-11-23
2710,2023-12-13
2711,2023-07-20
2712,2023-06-06
2713,2024-08-08
2714,2023-11-03
2715,2024-10-17
2716,2025-03-21
2717,2024-05-09
2718,2024-03-19
2719,2024-05-27
2720,2024-10-18
2721,2024-07-09
2722,2024-08-19
2723,2024-09-07
2724,2025-02-14
2725,2025-04-26
2726,2023-07-16
2727,2023-08-15
2728,2025-03-25
2729,2023-12-31
2730,2025-01-15
2731,2023-12-29
2732,2024-03-04
2733,2024-02-07
2734,2024-01-28
2735,2023-06-27
2736,2024-04-27
2737,2024-06-18
2738,2024-05-12
2739,2023-11-10
2740,2023-07-18
2741,2023-10-01
2742,2023-10-30
2743,2025-03-10
2744,2023-09-08
2745,2025-03-30
2746,2023-12-20
2747,2024-09-09
2748,2025-02-03
2749,2024-07-10
2750,2023-08-05
2751,2024-04-03
2752,2023-09-19
2753,2024-11-04
2754,2024-12-01
2755,2023-08-06
2756,2023-10-09
2757,2025-02-25
2758,2024-04-18
2759,2023-08-04
2760,2023-09-06
2761,2024-06-27
2762,2024-12-05
2763,2025-01-14
2764,2025-03-26
2765,2025-04-01
2766,2024-03-26
2767,2023-08-04
2768,2025-03-25
2769,2025-02-08
2770,2023-06-25
2771,2024-08-17
2772,2023-12-09
2773,2024-07-24
2774,2024-12-16
2775,2024-03-11
2776,2025-04-17
2777,2023-10-22
2778,2023-06-15
2779,2024-04-28
2780,2024-10-14
2781,2023-12-05
2782,2024-05-28
2783,2024-09-19
2784,2023-07-31
2785,2024-11-06
2786,2024-12-09
2787,2024-04-30
2788,2025-02-02
2789,2024-04-28
2790,2023-10-18
2791,2024-03-14
2792,2024-03-15
2793,2024-05-15
2794,2024-04-17
2795,2023-11-11
2796,2024-06-17
2797,2023-11-05
2798,2024-04-27
2799,2023-12-27
2800,2024-11-15
2801,2025-05-12
2802,2024-02-19
2803,2023-08-27
2804,2024-09-11
2805,2025-03-29
2806,2024-02-20
2807,2024-03-31
2808,2024-02-04
2809,2025-03-21
2810,2023-11-12
2811,2024-06-19
2812,2024-01-28
2813,2024-01-14
2814,2023-09-09
2815,2023-08-29
2816,2025-04-06
2817,2025-01-14
2818,2025-03-19
2819,2024-07-10
2820,2025-04-15
2821,2025-02-11
2822,2023-08-25
2823,2023-09-18
2824,2023-07-09
2825,2024-07-25
2826,2025-03-29
2827,2025-01-17
2828,2023-09-28
2829,2023-09-06
2830,2024-01-22
2831,2024-10-17
2832,2024-04-28
2833,2024-09-05
2834,2025-03-07
2835,2023-09-04
2836,2023-10-07
2837,2024-09-09
2838,2023-06-28
2839,2024-11-29
2840,2024-03-14
2841,2024-12-09
2842,2023-10-21
2843,2024-08-03
2844,2024-08-14
2845,2025-05-02
2846,2024-01-13
2847,2024-04-04
2848,2025-01-23
2849,2025-03-21
2850,2023-06-16
2851,2024-12-04
2852,2024-08-21
2853,2024-09-05
2854,2023-09-04
2855,2025-02-14
2856,2023-06-29
2857,2024-03-31
2858,2023-07-09
2859,2024-10-09
2860,2024-05-18
2861,2023-09-14
2862,2023-10-08
2863,2023-07-16
2864,2024-07-25
2865,2024-02-04
2866,2025-02-10
2867,2023-10-10
2868,2025-02-22
2869,2023-12-12
2870,2023-10-17
2871,2024-10-21
2872,2025-01-02
2873,2023-06-10
2874,2023-06-06
2875,2023-10-17
2876,2024-12-27
2877,2025-03-08
2878,2025-02-08
2879,2024-11-27
2880,2023-12-30
2881,2024-12-12
2882,2023-07-23
2883,2023-10-01
2884,2024-06-07
2885,2025-04-28
2886,2025-01-30
2887,2023-09-04
2888,2024-03-10
2889,2025-02-11
2890,2023-11-24
2891,2023-11-19
2892,2023-09-10
2893,2024-12-08
2894,2024-01-21
2895,2024-12-18
2896,2025-05-16
2897,2023-06-30
