subscription_id,subscription_type,date_of_beginning,date_of_ending,price
1131,стандарт,2024-11-12,2024-12-11,700
1132,базовая,2024-06-22,2024-08-18,500
1133,студенческая,2024-02-16,2024-03-15,450
1134,стандарт,2023-10-01,2023-10-24,700
1135,студенческая,2024-01-10,2024-07-11,450
1136,премиум,2024-02-07,2024-02-16,1200
1137,студенческая,2024-12-02,2024-12-22,450
1138,семейная,2024-10-13,2025-02-08,900
1139,студенческая,2024-10-26,2025-10-10,450
1140,премиум,2024-05-23,2024-07-03,1200
1141,премиум,2023-05-24,2023-06-25,1200
1142,студенческая,2023-06-30,2024-04-13,450
1143,базовая,2024-03-22,2024-08-25,500
1144,базовая,2024-09-18,2024-11-15,500
1145,семейная,2024-08-18,2024-10-21,900
1146,базовая,2024-01-21,2024-07-01,500
1147,семейная,2023-05-31,2023-07-04,900
1148,базовая,2023-08-13,2023-11-16,500
1149,студенческая,2023-10-14,2024-02-10,450
1150,премиум,2025-02-12,2025-11-27,1200
1151,семейная,2023-12-19,2023-12-22,900
1152,студенческая,2024-01-13,2024-06-10,450
1153,семейная,2023-09-09,2023-09-30,900
1154,семейная,2023-09-02,2024-01-28,900
1155,стандарт,2024-04-08,2024-08-13,700
1156,премиум,2025-04-28,2025-09-19,1200
1157,премиум,2024-02-28,2025-01-02,1200
1158,студенческая,2025-02-01,2025-04-14,450
1159,базовая,2024-07-18,2024-08-28,500
1160,базовая,2024-03-01,2024-06-02,500
1161,студенческая,2023-11-06,2024-02-20,450
1162,стандарт,2025-01-01,2025-02-15,700
1163,семейная,2023-08-19,2023-08-26,900
1164,семейная,2024-04-14,2024-05-29,900
1165,семейная,2024-11-04,2025-06-24,900
1166,студенческая,2024-06-28,2024-12-18,450
1167,базовая,2023-07-27,2024-07-05,500
1168,стандарт,2024-12-17,2025-02-20,700
1169,премиум,2024-04-07,2024-04-25,1200
1170,студенческая,2025-01-31,2025-06-14,450
1171,стандарт,2025-04-22,2025-05-09,700
1172,семейная,2024-01-11,2024-05-10,900
1173,стандарт,2024-06-10,2025-05-12,700
1174,студенческая,2024-03-21,2024-04-19,450
1175,премиум,2024-07-27,2024-08-27,1200
1176,студенческая,2024-04-05,2024-06-05,450
1177,премиум,2023-09-09,2023-12-24,1200
1178,студенческая,2023-11-01,2024-05-15,450
1179,студенческая,2024-02-04,2024-10-13,450
1180,базовая,2024-04-04,2024-08-03,500
1181,премиум,2024-11-10,2024-11-14,1200
1182,базовая,2023-09-08,2023-09-25,500
1183,стандарт,2023-07-23,2023-07-30,700
1184,премиум,2025-04-22,2025-06-02,1200
1185,премиум,2023-12-08,2024-06-06,1200
1186,семейная,2024-04-16,2024-04-27,900
1187,стандарт,2023-12-12,2024-01-02,700
1188,стандарт,2023-10-02,2023-10-22,700
1189,базовая,2025-01-11,2025-07-15,500
1190,студенческая,2024-10-23,2024-10-24,450
1191,семейная,2024-10-15,2024-10-19,900
1192,стандарт,2024-04-07,2024-08-23,700
1193,премиум,2023-08-09,2024-01-26,1200
1194,премиум,2025-05-15,2025-10-27,1200
1195,студенческая,2024-02-18,2024-04-06,450
1196,студенческая,2024-02-02,2024-04-27,450
1197,премиум,2025-04-01,2025-04-24,1200
1198,базовая,2024-02-18,2024-05-05,500
1199,премиум,2025-05-16,2025-05-30,1200
1200,премиум,2023-10-08,2023-11-29,1200
1201,стандарт,2024-05-11,2024-06-23,700
1202,студенческая,2024-07-03,2025-02-01,450
1203,семейная,2024-04-07,2024-07-04,900
1204,семейная,2024-08-05,2024-10-14,900
1205,семейная,2025-03-21,2025-08-26,900
1206,базовая,2024-03-27,2024-04-19,500
1207,стандарт,2024-02-27,2024-03-22,700
1208,семейная,2024-02-18,2024-03-20,900
1209,стандарт,2024-05-18,2024-08-27,700
1210,премиум,2023-11-25,2024-10-11,1200
1211,семейная,2024-09-15,2025-01-17,900
1212,базовая,2024-06-24,2024-08-06,500
1213,премиум,2024-12-03,2024-12-09,1200
1214,стандарт,2024-08-19,2024-09-03,700
1215,премиум,2024-10-16,2025-03-07,1200
1216,премиум,2024-03-21,2024-03-27,1200
1217,стандарт,2025-05-18,2025-06-24,700
1218,семейная,2025-01-20,2025-01-24,900
1219,премиум,2024-06-08,2024-08-09,1200
1220,премиум,2023-09-21,2023-10-06,1200
1221,базовая,2024-04-13,2024-05-14,500
1222,базовая,2023-08-31,2023-11-26,500
1223,студенческая,2024-09-29,2025-02-18,450
1224,семейная,2024-10-05,2024-10-27,900
1225,семейная,2024-05-14,2025-01-03,900
1226,студенческая,2025-01-27,2025-03-13,450
1227,студенческая,2025-04-29,2025-07-14,450
1228,семейная,2024-02-11,2024-06-26,900
1229,базовая,2023-07-24,2024-05-18,500
1230,студенческая,2025-03-21,2025-07-04,450
1231,семейная,2024-05-16,2024-05-20,900
1232,стандарт,2025-03-31,2025-04-23,700
1233,премиум,2023-05-31,2023-12-12,1200
1234,студенческая,2024-10-30,2025-02-27,450
1235,семейная,2023-12-22,2024-11-28,900
1236,премиум,2025-03-26,2025-06-16,1200
1237,стандарт,2023-12-19,2023-12-22,700
1238,премиум,2024-11-09,2025-07-17,1200
1239,семейная,2024-08-20,2025-08-01,900
1240,студенческая,2024-05-11,2024-10-08,450
1241,базовая,2024-01-19,2024-06-23,500
1242,студенческая,2024-03-02,2024-11-02,450
1243,стандарт,2024-01-15,2024-02-06,700
1244,студенческая,2023-12-14,2024-01-30,450
1245,стандарт,2024-06-05,2024-09-06,700
1246,стандарт,2023-08-29,2023-11-26,700
1247,премиум,2024-12-28,2025-01-10,1200
1248,стандарт,2023-08-02,2023-12-23,700
1249,семейная,2023-10-14,2024-03-07,900
1250,премиум,2023-11-30,2023-12-29,1200
1251,семейная,2024-06-03,2024-09-07,900
1252,базовая,2025-05-16,2025-07-06,500
1253,стандарт,2024-08-04,2024-08-06,700
1254,стандарт,2023-12-24,2024-01-05,700
1255,семейная,2024-02-26,2024-03-17,900
1256,стандарт,2023-06-20,2023-07-07,700
1257,базовая,2024-01-10,2024-08-08,500
1258,семейная,2023-07-21,2023-08-17,900
1259,стандарт,2023-07-16,2023-12-18,700
1260,студенческая,2023-06-05,2023-07-01,450
1261,студенческая,2025-05-01,2025-05-30,450
1262,студенческая,2025-01-29,2025-05-15,450
1263,стандарт,2025-04-27,2025-08-28,700
1264,премиум,2024-09-12,2024-11-28,1200
1265,стандарт,2024-07-08,2024-08-07,700
1266,студенческая,2023-06-08,2023-06-22,450
1267,студенческая,2023-12-30,2024-04-06,450
1268,стандарт,2024-10-11,2024-11-09,700
1269,базовая,2025-04-19,2025-08-25,500
1270,базовая,2025-05-01,2025-05-24,500
1271,базовая,2025-01-16,2025-08-17,500
1272,стандарт,2025-05-06,2025-07-21,700
1273,премиум,2024-01-05,2024-07-22,1200
1274,студенческая,2024-04-26,2024-10-12,450
1275,семейная,2024-10-21,2024-11-03,900
1276,базовая,2023-10-06,2023-11-13,500
1277,премиум,2025-02-11,2025-11-15,1200
1278,семейная,2023-09-28,2024-03-30,900
1279,студенческая,2023-08-25,2023-09-02,450
1280,студенческая,2024-07-18,2024-11-24,450
1281,премиум,2025-01-31,2025-04-25,1200
1282,студенческая,2024-11-20,2025-08-06,450
1283,стандарт,2025-03-05,2025-03-29,700
1284,премиум,2025-02-21,2025-06-10,1200
1285,семейная,2025-02-17,2025-03-06,900
1286,стандарт,2024-08-10,2025-05-18,700
1287,премиум,2024-03-24,2024-04-13,1200
1288,студенческая,2023-09-09,2023-10-05,450
1289,базовая,2023-06-22,2023-07-08,500
1290,студенческая,2024-03-02,2024-05-16,450
1291,базовая,2023-08-09,2024-01-05,500
1292,семейная,2024-07-25,2024-11-12,900
1293,премиум,2023-09-01,2023-09-02,1200
1294,базовая,2024-08-26,2024-09-19,500
1295,семейная,2023-12-16,2024-01-08,900
1296,студенческая,2025-03-04,2025-06-29,450
1297,базовая,2024-06-30,2024-09-11,500
1298,стандарт,2025-04-06,2025-04-22,700
1299,стандарт,2024-05-05,2024-07-22,700
1300,базовая,2024-02-13,2024-03-19,500
1301,стандарт,2025-03-22,2025-04-08,700
1302,студенческая,2024-08-25,2024-10-03,450
1303,семейная,2024-05-28,2024-06-17,900
1304,базовая,2024-11-08,2025-04-04,500
1305,студенческая,2023-07-09,2024-04-29,450
1306,студенческая,2025-04-21,2026-01-06,450
1307,стандарт,2023-07-10,2024-03-03,700
1308,семейная,2024-01-10,2024-04-21,900
1309,стандарт,2024-01-03,2024-01-19,700
1310,семейная,2025-02-05,2025-06-28,900
1311,стандарт,2023-07-16,2023-08-01,700
1312,базовая,2023-10-04,2023-10-14,500
1313,семейная,2024-11-27,2025-07-14,900
1314,семейная,2025-03-16,2025-07-25,900
1315,семейная,2024-01-19,2024-07-18,900
1316,премиум,2024-03-06,2024-03-20,1200
1317,семейная,2024-07-20,2024-07-22,900
1318,базовая,2025-05-18,2025-11-30,500
1319,базовая,2024-10-03,2025-01-22,500
1320,семейная,2024-08-26,2024-10-14,900
1321,студенческая,2025-01-13,2025-04-11,450
1322,студенческая,2023-11-10,2024-08-06,450
1323,базовая,2023-09-05,2023-09-18,500
1324,студенческая,2023-09-08,2023-10-18,450
1325,премиум,2024-01-29,2024-02-18,1200
1326,базовая,2025-03-08,2025-04-23,500
1327,семейная,2024-01-04,2024-01-17,900
1328,базовая,2025-05-18,2026-05-02,500
1329,базовая,2024-10-24,2025-03-29,500
1330,базовая,2024-08-22,2024-10-16,500
1331,семейная,2024-08-15,2025-04-22,900
1332,семейная,2024-01-12,2024-05-06,900
1333,семейная,2024-11-09,2025-02-20,900
1334,стандарт,2025-04-26,2025-09-20,700
1335,стандарт,2023-11-29,2024-09-19,700
1336,студенческая,2025-02-21,2025-07-26,450
1337,студенческая,2024-01-19,2024-05-17,450
1338,премиум,2024-06-24,2024-07-04,1200
1339,базовая,2025-02-06,2025-02-17,500
1340,стандарт,2024-02-23,2024-12-21,700
1341,студенческая,2025-01-03,2025-08-14,450
1342,семейная,2025-04-18,2025-05-14,900
1343,семейная,2023-10-19,2024-03-11,900
1344,семейная,2023-10-31,2024-04-24,900
1345,стандарт,2024-11-04,2025-07-04,700
1346,студенческая,2024-10-15,2024-11-09,450
1347,премиум,2023-09-27,2023-12-29,1200
1348,стандарт,2024-09-29,2024-10-10,700
1349,семейная,2024-10-20,2024-10-23,900
1350,стандарт,2023-12-12,2024-09-02,700
1351,стандарт,2024-11-06,2025-03-03,700
1352,стандарт,2025-02-09,2025-07-24,700
1353,студенческая,2023-12-05,2024-01-11,450
1354,базовая,2025-04-10,2025-11-06,500
1355,стандарт,2024-12-04,2025-01-26,700
1356,стандарт,2024-05-30,2024-06-21,700
1357,стандарт,2024-12-08,2025-04-29,700
1358,базовая,2025-03-16,2025-03-19,500
1359,стандарт,2024-02-22,2025-01-21,700
1360,базовая,2024-11-03,2025-02-02,500
1361,базовая,2024-11-04,2024-11-22,500
1362,базовая,2024-10-14,2024-12-06,500
1363,семейная,2025-02-09,2026-02-08,900
1364,стандарт,2023-05-26,2023-06-07,700
1365,стандарт,2024-02-21,2024-08-21,700
1366,стандарт,2023-05-29,2024-01-21,700
1367,семейная,2023-06-13,2023-10-16,900
1368,студенческая,2024-01-25,2024-12-08,450
1369,семейная,2024-03-11,2024-12-26,900
1370,премиум,2025-05-16,2025-06-04,1200
1371,базовая,2024-11-03,2025-10-24,500
1372,премиум,2023-10-21,2023-11-12,1200
1373,премиум,2025-03-27,2025-11-04,1200
1374,премиум,2024-02-16,2024-05-27,1200
1375,базовая,2023-07-24,2024-07-02,500
1376,базовая,2024-05-02,2024-05-10,500
1377,семейная,2023-05-26,2023-05-29,900
1378,стандарт,2025-03-16,2025-04-01,700
1379,студенческая,2023-09-11,2023-09-18,450
1380,базовая,2025-02-06,2025-03-08,500
1381,студенческая,2024-05-30,2024-06-10,450
1382,стандарт,2024-05-13,2024-06-10,700
1383,семейная,2024-03-12,2024-03-25,900
1384,семейная,2024-08-19,2024-12-03,900
1385,стандарт,2024-07-31,2024-08-16,700
1386,стандарт,2023-07-28,2023-08-05,700
1387,базовая,2024-01-04,2024-02-02,500
1388,студенческая,2024-06-10,2024-08-30,450
1389,базовая,2024-02-06,2024-02-16,500
1390,премиум,2024-07-19,2024-11-10,1200
1391,студенческая,2024-05-27,2024-07-21,450
1392,стандарт,2024-06-04,2024-09-23,700
1393,премиум,2025-01-01,2025-05-31,1200
1394,премиум,2024-05-06,2024-10-30,1200
1395,стандарт,2024-06-13,2024-06-18,700
1396,стандарт,2025-03-11,2025-06-14,700
1397,стандарт,2023-06-22,2023-09-21,700
1398,базовая,2024-05-17,2024-11-26,500
1399,премиум,2024-10-27,2024-11-20,1200
1400,семейная,2024-09-14,2025-02-04,900
1401,базовая,2025-05-17,2025-06-13,500
1402,студенческая,2023-09-16,2024-03-19,450
1403,стандарт,2024-08-01,2024-12-13,700
1404,премиум,2023-11-12,2024-06-06,1200
1405,стандарт,2025-04-05,2026-04-02,700
1406,базовая,2025-02-03,2025-02-22,500
1407,студенческая,2025-01-05,2025-06-18,450
1408,стандарт,2023-07-05,2023-10-16,700
1409,семейная,2024-08-09,2024-08-27,900
1410,премиум,2025-04-11,2025-07-25,1200
1411,базовая,2024-08-05,2024-08-20,500
1412,стандарт,2024-06-15,2024-10-23,700
1413,премиум,2024-05-07,2024-10-05,1200
1414,базовая,2025-03-21,2025-04-08,500
1415,стандарт,2023-10-26,2023-11-04,700
1416,студенческая,2024-09-04,2025-01-10,450
1417,базовая,2024-06-22,2025-05-30,500
1418,студенческая,2023-08-22,2024-07-20,450
1419,стандарт,2023-08-12,2023-11-09,700
1420,премиум,2024-11-25,2025-03-19,1200
1421,стандарт,2024-02-28,2024-04-11,700
1422,базовая,2024-11-25,2024-12-15,500
1423,семейная,2023-09-21,2023-10-02,900
1424,премиум,2025-03-13,2025-07-22,1200
1425,стандарт,2023-06-03,2024-05-24,700
1426,семейная,2023-10-30,2024-03-27,900
1427,стандарт,2023-11-13,2024-02-29,700
1428,стандарт,2024-06-10,2024-06-27,700
1429,премиум,2024-08-20,2024-10-22,1200
1430,семейная,2025-04-27,2025-09-21,900
1431,стандарт,2024-09-28,2024-10-16,700
1432,студенческая,2024-03-31,2024-05-10,450
1433,студенческая,2024-01-26,2024-01-27,450
1434,базовая,2024-09-30,2025-03-19,500
1435,стандарт,2024-10-19,2025-08-10,700
1436,студенческая,2024-05-26,2024-06-23,450
1437,студенческая,2025-03-11,2025-08-17,450
1438,стандарт,2023-06-21,2023-10-06,700
1439,базовая,2024-07-23,2024-08-06,500
1440,стандарт,2023-09-18,2024-02-20,700
1441,стандарт,2024-11-28,2024-12-02,700
1442,семейная,2024-01-05,2024-01-11,900
1443,премиум,2023-10-09,2023-10-18,1200
1444,студенческая,2023-10-03,2023-11-01,450
1445,семейная,2024-04-24,2024-05-12,900
1446,семейная,2024-10-22,2024-11-05,900
1447,семейная,2024-05-31,2024-06-18,900
1448,студенческая,2024-06-14,2024-08-18,450
1449,премиум,2024-09-12,2024-10-06,1200
1450,стандарт,2023-10-03,2023-11-01,700
1451,премиум,2024-11-08,2025-03-15,1200
1452,премиум,2023-08-05,2024-04-07,1200
1453,премиум,2023-06-27,2023-07-22,1200
1454,премиум,2024-01-04,2024-09-14,1200
1455,премиум,2024-11-05,2024-11-27,1200
1456,премиум,2024-02-10,2024-03-27,1200
1457,премиум,2023-11-01,2024-04-20,1200
1458,студенческая,2023-12-12,2024-05-06,450
1459,базовая,2025-03-12,2025-11-14,500
1460,стандарт,2023-08-25,2024-01-26,700
1461,базовая,2024-07-05,2025-01-21,500
1462,базовая,2023-06-14,2023-07-15,500
1463,базовая,2023-10-31,2023-12-20,500
1464,премиум,2024-07-28,2024-09-14,1200
1465,базовая,2025-02-02,2025-08-02,500
1466,стандарт,2024-11-23,2025-03-12,700
1467,семейная,2023-09-07,2024-02-19,900
1468,базовая,2024-01-12,2024-01-21,500
1469,студенческая,2025-01-24,2025-03-17,450
1470,студенческая,2023-06-05,2023-07-12,450
1471,семейная,2024-10-03,2024-10-05,900
1472,премиум,2025-02-11,2025-03-12,1200
1473,стандарт,2023-10-05,2023-11-02,700
1474,студенческая,2024-04-12,2024-04-30,450
1475,семейная,2024-07-19,2024-08-04,900
1476,стандарт,2024-09-06,2024-11-07,700
1477,студенческая,2025-05-19,2025-08-16,450
1478,премиум,2023-11-03,2023-11-22,1200
1479,семейная,2023-05-29,2023-08-07,900
1480,премиум,2024-12-02,2025-05-18,1200
1481,премиум,2024-12-09,2025-01-14,1200
1482,студенческая,2024-06-19,2024-11-19,450
1483,базовая,2023-11-09,2023-11-17,500
1484,семейная,2024-04-03,2024-05-02,900
1485,премиум,2024-05-18,2024-06-04,1200
1486,премиум,2024-05-23,2024-11-21,1200
1487,базовая,2025-03-11,2026-01-26,500
1488,базовая,2025-04-21,2025-05-02,500
1489,студенческая,2024-03-11,2024-03-25,450
1490,стандарт,2024-11-10,2025-07-13,700
1491,стандарт,2025-05-17,2025-06-05,700
1492,базовая,2025-03-02,2025-03-06,500
1493,семейная,2023-09-20,2023-11-09,900
1494,базовая,2023-06-07,2023-07-23,500
1495,стандарт,2024-03-21,2024-10-26,700
1496,семейная,2024-02-08,2024-07-02,900
1497,премиум,2023-07-25,2023-08-09,1200
1498,студенческая,2024-03-03,2024-07-07,450
1499,базовая,2025-02-23,2025-03-01,500
1500,базовая,2024-03-01,2024-03-10,500
1501,студенческая,2024-01-13,2024-01-21,450
1502,базовая,2023-12-03,2024-03-19,500
1503,базовая,2025-02-03,2025-07-05,500
1504,премиум,2025-04-06,2025-04-27,1200
1505,стандарт,2024-02-19,2024-08-05,700
1506,стандарт,2024-08-26,2025-02-25,700
1507,студенческая,2023-05-20,2023-06-04,450
1508,базовая,2023-08-29,2023-09-19,500
1509,студенческая,2024-08-24,2024-09-03,450
1510,базовая,2023-12-13,2024-11-12,500
1511,премиум,2023-09-04,2024-01-14,1200
1512,премиум,2024-03-25,2024-03-27,1200
1513,семейная,2024-12-10,2025-01-02,900
1514,семейная,2025-03-31,2025-10-30,900
1515,семейная,2024-12-24,2025-01-10,900
1516,базовая,2024-09-24,2024-10-27,500
1517,базовая,2023-11-01,2023-11-26,500
1518,семейная,2023-12-19,2024-01-28,900
1519,семейная,2024-08-23,2024-09-01,900
1520,семейная,2025-01-04,2026-01-01,900
1521,стандарт,2023-05-25,2023-06-13,700
1522,премиум,2024-09-01,2025-08-31,1200
1523,премиум,2024-01-02,2024-01-16,1200
1524,семейная,2024-11-08,2024-12-24,900
1525,семейная,2024-07-07,2024-09-04,900
1526,студенческая,2025-02-28,2025-07-19,450
1527,премиум,2023-06-23,2023-10-15,1200
1528,базовая,2023-11-29,2023-12-22,500
1529,премиум,2024-03-06,2024-07-23,1200
1530,стандарт,2025-05-12,2026-04-20,700
1531,премиум,2024-04-27,2024-05-27,1200
1532,семейная,2024-11-25,2024-12-05,900
1533,студенческая,2024-09-05,2025-03-06,450
1534,студенческая,2024-02-12,2024-07-16,450
1535,семейная,2024-05-03,2025-03-27,900
1536,базовая,2025-01-08,2025-01-28,500
1537,студенческая,2023-06-11,2023-08-22,450
1538,стандарт,2024-11-06,2024-12-08,700
1539,базовая,2025-01-22,2025-04-02,500
1540,студенческая,2024-05-15,2024-10-29,450
1541,премиум,2025-02-04,2025-03-06,1200
1542,семейная,2024-04-28,2024-06-19,900
1543,семейная,2025-04-18,2025-07-03,900
1544,базовая,2024-11-14,2025-10-24,500
1545,семейная,2023-09-11,2023-09-12,900
1546,стандарт,2024-08-15,2024-10-30,700
1547,премиум,2025-02-16,2025-06-13,1200
1548,семейная,2025-02-18,2025-03-06,900
1549,премиум,2024-01-11,2024-06-14,1200
1550,премиум,2023-09-05,2023-09-13,1200
1551,базовая,2024-03-08,2024-12-21,500
1552,семейная,2025-03-28,2025-04-24,900
1553,стандарт,2025-04-04,2025-04-13,700
1554,премиум,2023-11-24,2023-12-25,1200
1555,стандарт,2024-03-08,2024-03-18,700
1556,премиум,2025-01-12,2025-04-11,1200
1557,студенческая,2024-09-05,2024-10-17,450
1558,премиум,2024-04-05,2024-11-24,1200
1559,базовая,2024-12-13,2025-08-13,500
1560,стандарт,2024-04-28,2024-05-16,700
1561,базовая,2024-02-27,2024-03-22,500
1562,базовая,2024-03-03,2024-08-14,500
1563,премиум,2023-11-15,2024-10-30,1200
1564,семейная,2025-01-26,2025-03-21,900
1565,семейная,2023-10-03,2024-09-19,900
1566,студенческая,2023-08-04,2024-01-06,450
1567,семейная,2024-03-20,2024-06-22,900
1568,стандарт,2024-01-02,2024-11-27,700
1569,базовая,2024-12-30,2025-06-15,500
1570,базовая,2024-05-08,2024-10-28,500
1571,стандарт,2025-02-03,2025-06-01,700
1572,семейная,2025-02-14,2025-06-09,900
1573,стандарт,2023-08-09,2024-03-09,700
1574,студенческая,2024-11-22,2025-05-09,450
1575,стандарт,2023-05-31,2023-06-11,700
1576,семейная,2024-07-25,2024-07-27,900
1577,студенческая,2024-03-11,2024-11-16,450
1578,премиум,2025-01-27,2025-02-25,1200
1579,семейная,2023-06-28,2023-09-14,900
1580,студенческая,2024-12-27,2025-03-27,450
1581,студенческая,2023-10-06,2023-10-13,450
1582,семейная,2023-12-16,2024-09-16,900
1583,семейная,2023-06-15,2023-12-11,900
1584,премиум,2024-01-09,2024-08-26,1200
1585,студенческая,2024-03-01,2024-08-06,450
1586,базовая,2025-02-27,2025-08-03,500
1587,премиум,2023-06-01,2024-05-22,1200
1588,семейная,2024-11-05,2024-11-23,900
1589,премиум,2024-08-23,2025-06-05,1200
1590,студенческая,2025-01-25,2025-01-27,450
1591,стандарт,2024-02-10,2024-02-29,700
1592,студенческая,2024-08-09,2024-11-30,450
1593,базовая,2023-10-21,2024-06-07,500
1594,стандарт,2024-05-26,2025-04-08,700
1595,премиум,2023-08-14,2023-08-24,1200
1596,базовая,2023-07-14,2023-07-20,500
1597,студенческая,2024-04-06,2025-02-10,450
1598,базовая,2024-05-22,2024-07-25,500
1599,студенческая,2024-10-28,2024-10-29,450
1600,семейная,2024-07-10,2024-07-17,900
1601,премиум,2023-07-06,2023-08-01,1200
1602,премиум,2023-07-02,2024-04-08,1200
1603,семейная,2025-04-13,2025-04-18,900
1604,семейная,2024-03-02,2025-02-22,900
1605,семейная,2024-10-02,2025-08-06,900
1606,студенческая,2025-05-18,2025-10-30,450
1607,премиум,2024-10-26,2025-02-12,1200
1608,базовая,2024-04-25,2024-10-05,500
1609,семейная,2025-01-02,2025-05-30,900
1610,премиум,2024-03-20,2024-04-02,1200
1611,стандарт,2025-04-21,2025-10-19,700
1612,семейная,2024-10-26,2024-12-15,900
1613,студенческая,2025-02-02,2025-11-23,450
1614,стандарт,2024-11-15,2025-02-20,700
1615,базовая,2024-07-12,2024-10-05,500
1616,премиум,2024-09-21,2024-12-27,1200
1617,студенческая,2024-09-20,2024-10-01,450
1618,базовая,2024-04-08,2024-05-04,500
1619,базовая,2024-12-24,2025-01-11,500
1620,базовая,2023-06-24,2023-12-01,500
1621,студенческая,2024-11-07,2025-03-04,450
1622,семейная,2023-10-03,2024-03-25,900
1623,премиум,2023-08-20,2024-02-18,1200
1624,базовая,2025-03-13,2025-09-07,500
1625,премиум,2023-10-03,2023-10-17,1200
1626,премиум,2024-10-05,2024-10-11,1200
1627,премиум,2024-06-05,2024-08-22,1200
1628,семейная,2024-02-06,2024-02-08,900
1629,базовая,2025-04-19,2025-05-13,500
1630,премиум,2025-03-02,2025-03-17,1200
1631,базовая,2023-12-02,2024-01-22,500
1632,базовая,2024-04-08,2024-05-09,500
1633,студенческая,2023-12-30,2024-05-22,450
1634,базовая,2024-01-01,2024-06-05,500
1635,премиум,2025-04-04,2025-04-24,1200
1636,премиум,2024-12-04,2025-05-17,1200
1637,базовая,2024-12-22,2025-04-20,500
1638,стандарт,2023-11-25,2023-12-20,700
1639,студенческая,2024-08-30,2024-09-10,450
1640,базовая,2023-11-21,2023-11-22,500
1641,студенческая,2024-03-31,2024-04-28,450
1642,студенческая,2024-01-22,2024-01-28,450
1643,стандарт,2024-11-10,2024-12-05,700
1644,студенческая,2024-08-01,2024-08-29,450
1645,студенческая,2024-11-25,2025-05-25,450
1646,стандарт,2024-01-27,2024-02-23,700
1647,студенческая,2025-05-05,2025-12-15,450
1648,семейная,2023-05-30,2023-06-07,900
1649,премиум,2024-07-12,2024-08-11,1200
1650,семейная,2025-05-02,2026-04-01,900
1651,студенческая,2025-03-13,2025-05-17,450
1652,стандарт,2024-11-24,2025-07-02,700
1653,студенческая,2024-04-05,2024-09-22,450
1654,базовая,2025-02-09,2025-12-02,500
1655,семейная,2025-03-22,2025-04-06,900
1656,семейная,2023-08-17,2023-10-07,900
1657,студенческая,2024-03-15,2024-03-17,450
1658,студенческая,2024-02-27,2024-08-05,450
1659,премиум,2023-11-26,2023-12-12,1200
1660,стандарт,2023-12-11,2023-12-23,700
1661,базовая,2024-12-17,2025-01-16,500
1662,премиум,2024-12-14,2025-05-22,1200
1663,студенческая,2024-02-21,2024-05-28,450
1664,семейная,2023-07-20,2023-08-19,900
1665,премиум,2025-03-19,2025-04-17,1200
1666,базовая,2024-05-12,2024-05-19,500
1667,премиум,2024-12-12,2025-05-19,1200
1668,премиум,2024-10-03,2024-10-12,1200
1669,базовая,2024-10-03,2024-10-20,500
1670,премиум,2024-12-02,2025-01-31,1200
1671,студенческая,2025-05-06,2025-06-06,450
1672,студенческая,2024-06-30,2024-07-19,450
1673,семейная,2025-04-21,2025-04-25,900
1674,семейная,2025-03-11,2025-06-08,900
1675,студенческая,2024-01-06,2024-01-21,450
1676,премиум,2024-12-09,2024-12-10,1200
1677,студенческая,2024-10-07,2024-11-30,450
1678,базовая,2023-06-10,2023-07-13,500
1679,семейная,2024-12-30,2025-01-14,900
1680,стандарт,2024-01-11,2024-12-10,700
1681,премиум,2024-04-01,2024-04-18,1200
1682,базовая,2023-09-14,2024-01-16,500
1683,стандарт,2025-05-18,2025-10-29,700
1684,премиум,2024-01-27,2024-02-24,1200
1685,студенческая,2023-11-27,2024-06-04,450
1686,стандарт,2023-06-02,2023-07-17,700
1687,базовая,2024-09-06,2025-07-10,500
1688,базовая,2024-06-13,2025-03-20,500
1689,стандарт,2023-07-10,2024-01-04,700
1690,базовая,2023-06-17,2023-08-24,500
1691,стандарт,2025-05-03,2025-10-06,700
1692,базовая,2025-03-01,2025-03-14,500
1693,семейная,2024-09-13,2024-09-27,900
1694,студенческая,2023-07-13,2023-08-13,450
1695,студенческая,2023-08-02,2023-11-17,450
1696,базовая,2024-04-08,2024-07-01,500
1697,семейная,2024-06-20,2025-01-04,900
1698,стандарт,2023-05-31,2024-04-24,700
1699,премиум,2024-04-19,2024-05-10,1200
1700,базовая,2024-11-23,2024-11-27,500
1701,стандарт,2024-05-27,2024-09-17,700
1702,семейная,2023-10-08,2023-12-15,900
1703,семейная,2024-09-10,2025-02-19,900
1704,семейная,2024-11-14,2025-09-02,900
1705,премиум,2024-04-27,2024-10-11,1200
1706,студенческая,2024-10-17,2024-10-19,450
1707,студенческая,2024-11-20,2025-04-10,450
1708,стандарт,2023-09-30,2024-03-05,700
1709,премиум,2025-02-07,2025-06-05,1200
1710,семейная,2024-08-31,2024-12-03,900
1711,семейная,2024-07-04,2024-12-26,900
1712,студенческая,2024-10-27,2025-10-13,450
1713,премиум,2024-02-08,2024-08-10,1200
1714,премиум,2023-10-12,2024-06-27,1200
1715,семейная,2023-10-13,2023-12-26,900
1716,премиум,2024-12-09,2024-12-21,1200
1717,базовая,2023-10-31,2024-08-31,500
1718,студенческая,2024-02-21,2024-07-15,450
1719,стандарт,2024-02-20,2024-05-09,700
1720,премиум,2023-09-26,2023-11-08,1200
1721,базовая,2024-01-21,2024-03-05,500
1722,студенческая,2024-01-25,2024-12-11,450
